date,radiation type,"קרינה שעתית 05-06 (וואט/מ""ר)","קרינה שעתית 06-07 (וואט/מ""ר)","קרינה שעתית 07-08 (וואט/מ""ר)","קרינה שעתית 08-09 (וואט/מ""ר)","קרינה שעתית 09-10 (וואט/מ""ר)","קרינה שעתית 10-11 (וואט/מ""ר)","קרינה שעתית 11-12 (וואט/מ""ר)","קרינה שעתית 12-13 (וואט/מ""ר)","קרינה שעתית 13-14 (וואט/מ""ר)","קרינה שעתית 14-15 (וואט/מ""ר)","קרינה שעתית 15-16 (וואט/מ""ר)","קרינה שעתית 16-17 (וואט/מ""ר)","קרינה שעתית 17-18 (וואט/מ""ר)","קרינה שעתית 18-19 (וואט/מ""ר)"
09/07/2020,גלובלית,46,287,532,727,879,985,1029,1036,816,729,504,399,179,20
10/07/2020,גלובלית,51,306,526,733,870,993,1057,989,837,791,583,335,189,21
11/07/2020,גלובלית,83,291,511,722,883,975,1045,1014,943,774,510,320,114,18
12/07/2020,גלובלית,79,289,518,714,877,992,1033,1014,928,802,633,417,186,16
13/07/2020,גלובלית,60,170,372,418,669,969,1054,998,928,799,334,218,89,15
14/07/2020,גלובלית,86,257,443,694,851,958,1004,996,922,798,620,400,181,19
15/07/2020,גלובלית,57,170,378,667,875,974,1017,1002,934,806,596,393,178,19
16/07/2020,גלובלית,92,292,513,714,873,982,1037,1021,937,797,607,357,178,16
17/07/2020,גלובלית,75,276,310,630,805,953,1020,1010,933,807,626,403,122,17
18/07/2020,גלובלית,97,292,355,673,824,969,1021,1000,923,797,623,396,176,21
19/07/2020,גלובלית,89,270,501,691,844,949,994,979,903,773,599,383,168,19
20/07/2020,גלובלית,34,119,201,368,745,935,976,951,875,763,542,275,120,16
21/07/2020,גלובלית,76,247,482,685,854,968,1020,1002,922,790,619,400,153,12
22/07/2020,גלובלית,86,284,497,691,850,959,1011,998,920,788,609,385,163,14
23/07/2020,גלובלית,66,268,479,677,835,946,996,987,917,791,551,351,149,13
24/07/2020,גלובלית,71,144,360,697,862,974,1023,1008,931,799,627,408,168,12
25/07/2020,גלובלית,96,292,486,687,858,965,1015,998,925,793,623,397,162,12
26/07/2020,גלובלית,60,250,464,654,806,907,959,934,863,726,549,322,115,12
27/07/2020,גלובלית,38,121,269,600,601,870,793,785,744,598,476,280,126,23
28/07/2020,גלובלית,56,222,431,617,774,879,918,874,839,699,529,326,128,13
29/07/2020,גלובלית,60,233,435,634,787,897,936,924,854,725,552,346,142,14
30/07/2020,גלובלית,57,239,454,655,816,928,983,974,906,772,590,370,155,11
31/07/2020,גלובלית,72,265,483,680,840,951,996,978,903,768,590,369,157,10
01/08/2020,גלובלית,69,266,503,687,843,958,1011,995,918,790,616,385,129,8
02/08/2020,גלובלית,64,251,482,679,836,951,1001,984,914,782,587,379,132,8
03/08/2020,גלובלית,67,252,472,690,775,866,929,832,703,573,467,262,104,10
04/08/2020,גלובלית,60,252,473,672,844,964,1007,976,897,689,375,217,98,9
05/08/2020,גלובלית,58,262,490,588,829,924,940,886,772,705,488,248,102,8
06/08/2020,גלובלית,31,194,478,687,851,962,1001,979,903,766,573,339,79,7
07/08/2020,גלובלית,45,240,473,671,836,952,1002,979,903,769,582,363,135,7
08/08/2020,גלובלית,43,160,408,446,740,893,1001,980,747,565,400,224,89,7
09/08/2020,גלובלית,21,285,408,491,636,788,777,631,525,595,393,188,98,10
10/08/2020,גלובלית,53,296,402,381,746,762,798,757,546,409,382,190,67,9
11/08/2020,גלובלית,39,248,471,701,858,953,988,783,733,690,372,238,94,5
12/08/2020,גלובלית,31,225,420,663,838,929,976,898,809,620,432,202,51,5
13/08/2020,גלובלית,50,234,453,654,812,923,978,960,875,740,558,276,63,4
14/08/2020,גלובלית,43,240,458,655,816,932,987,974,884,678,532,318,68,4
15/08/2020,גלובלית,47,235,463,666,823,947,999,980,893,751,564,232,56,4
16/08/2020,גלובלית,47,209,468,667,830,954,1008,988,905,766,573,348,111,3
17/08/2020,גלובלית,44,197,412,664,828,950,997,975,888,747,559,326,108,3
18/08/2020,גלובלית,44,142,325,670,828,933,985,968,888,746,552,255,61,3
19/08/2020,גלובלית,39,239,453,593,826,933,983,962,879,740,552,326,90,2
20/08/2020,גלובלית,39,208,385,613,825,937,989,975,896,753,560,319,98,2
21/08/2020,גלובלית,38,226,373,600,826,968,1009,984,793,614,404,197,54,2
22/08/2020,גלובלית,41,199,358,641,809,923,975,952,870,722,492,212,36,2
23/08/2020,גלובלית,18,163,409,646,812,936,973,953,872,718,531,311,85,1
24/08/2020,גלובלית,31,212,434,641,797,907,957,939,856,713,523,302,80,1
25/08/2020,גלובלית,41,211,443,644,802,914,957,944,864,714,482,275,56,1
26/08/2020,גלובלית,24,197,443,649,815,929,970,942,866,723,493,237,74,1
27/08/2020,גלובלית,40,210,420,660,809,921,974,907,822,720,511,262,44,1
28/08/2020,גלובלית,29,196,432,509,708,829,945,923,841,693,502,287,69,1
29/08/2020,גלובלית,31,195,413,613,774,876,923,901,808,665,462,258,55,0
30/08/2020,גלובלית,18,173,384,590,752,860,906,886,785,639,448,236,55,0
31/08/2020,גלובלית,25,176,381,573,732,846,893,882,796,650,458,246,55,0
01/09/2020,גלובלית,27,167,379,604,765,866,904,851,704,596,461,218,44,0
02/09/2020,גלובלית,18,181,362,588,749,865,907,884,791,651,458,237,48,0
03/09/2020,גלובלית,23,98,323,574,732,831,876,862,774,627,414,182,41,0
04/09/2020,גלובלית,21,159,360,559,716,816,860,843,759,616,424,215,42,0
05/09/2020,גלובלית,20,156,354,550,714,822,873,856,769,621,430,219,42,0
06/09/2020,גלובלית,20,140,309,544,730,834,878,858,770,623,430,215,39,0
07/09/2020,גלובלית,13,96,305,558,719,828,874,837,751,609,404,184,34,0
08/09/2020,גלובלית,14,129,169,476,701,805,846,822,733,578,326,185,31,0
09/09/2020,גלובלית,16,158,371,568,721,823,873,846,759,615,410,199,35,0
10/09/2020,גלובלית,14,101,288,482,658,775,805,820,732,585,393,174,25,0
11/09/2020,גלובלית,6,61,193,410,624,806,844,830,736,584,390,172,24,0
12/09/2020,גלובלית,14,148,351,533,678,819,858,828,750,606,409,196,25,0
13/09/2020,גלובלית,14,167,288,580,751,862,901,868,779,631,426,205,22,0
14/09/2020,גלובלית,19,155,385,575,750,780,861,844,757,612,412,198,23,0
15/09/2020,גלובלית,14,145,360,546,704,814,850,821,732,588,393,183,23,0
16/09/2020,גלובלית,12,134,183,401,699,797,837,811,720,566,368,163,20,0
17/09/2020,גלובלית,13,132,346,546,707,818,859,830,732,572,362,158,16,0
18/09/2020,גלובלית,14,145,353,548,712,817,861,832,727,572,368,158,16,0
19/09/2020,גלובלית,9,118,342,541,700,809,847,815,722,564,364,158,16,0
20/09/2020,גלובלית,12,152,321,536,694,804,832,795,699,444,357,142,14,0
21/09/2020,גלובלית,10,127,348,547,687,803,837,805,714,557,360,155,14,0
22/09/2020,גלובלית,11,133,322,452,643,790,859,806,737,537,262,114,10,0
23/09/2020,גלובלית,11,149,364,470,727,794,839,813,698,456,289,119,10,0
24/09/2020,גלובלית,8,132,378,430,723,785,831,766,724,554,361,129,8,0
25/09/2020,גלובלית,10,147,358,544,742,829,813,764,647,430,320,111,6,0
26/09/2020,גלובלית,11,143,312,544,644,810,846,809,696,491,311,147,7,0
27/09/2020,גלובלית,9,137,343,537,689,784,819,788,694,533,336,130,8,0
28/09/2020,גלובלית,7,121,325,521,683,786,824,793,700,541,343,130,6,0
29/09/2020,גלובלית,5,118,337,528,685,783,816,789,696,540,330,122,6,0
30/09/2020,גלובלית,8,129,330,526,675,780,815,781,682,515,190,72,4,0
01/10/2020,גלובלית,6,109,309,490,689,780,815,779,644,493,326,119,4,0
02/10/2020,גלובלית,8,95,347,357,420,740,821,795,698,540,335,122,3,0
03/10/2020,גלובלית,6,82,255,428,554,747,664,485,345,334,230,81,3,0
04/10/2020,גלובלית,4,80,305,418,575,450,857,685,398,357,224,85,3,0
05/10/2020,גלובלית,6,125,328,521,662,779,813,785,684,526,321,112,3,0
06/10/2020,גלובלית,6,125,331,527,678,764,794,761,662,502,299,97,2,0
07/10/2020,גלובלית,5,113,317,519,675,772,803,758,639,481,279,86,2,0
08/10/2020,גלובלית,4,109,308,511,673,778,812,773,637,468,289,85,1,0
09/10/2020,גלובלית,3,84,271,494,588,698,743,709,610,447,248,77,2,0
10/10/2020,גלובלית,3,98,289,484,644,626,761,730,574,358,260,77,1,0
11/10/2020,גלובלית,4,106,295,293,356,577,745,780,649,482,284,85,1,0
12/10/2020,גלובלית,3,98,317,352,459,540,744,726,621,450,274,74,1,0
13/10/2020,גלובלית,4,55,254,559,625,718,730,753,600,453,222,61,1,0
14/10/2020,גלובלית,3,103,287,452,573,640,554,475,347,222,119,43,1,0
15/10/2020,גלובלית,3,117,241,367,587,622,709,686,550,373,155,65,0,0
16/10/2020,גלובלית,2,82,278,412,553,687,620,674,598,466,264,61,0,0
17/10/2020,גלובלית,2,92,302,495,654,750,778,733,623,461,269,57,0,0
18/10/2020,גלובלית,2,90,280,471,627,720,743,698,588,425,237,49,0,0
19/10/2020,גלובלית,1,87,275,466,631,723,748,705,593,431,240,44,0,0
20/10/2020,גלובלית,1,81,265,456,608,701,726,686,570,395,198,43,0,0
21/10/2020,גלובלית,1,70,261,438,527,541,695,299,374,208,189,43,0,0
22/10/2020,גלובלית,1,80,262,449,597,687,708,662,554,403,216,33,0,0
23/10/2020,גלובלית,1,75,257,451,609,706,721,668,548,390,200,38,0,0
24/10/2020,גלובלית,1,60,232,408,530,544,665,590,458,370,125,22,0,0
25/10/2020,גלובלית,0,44,119,143,396,629,439,575,549,298,191,30,0,0
26/10/2020,גלובלית,1,68,247,438,591,680,707,662,540,383,198,31,0,0
27/10/2020,גלובלית,0,66,245,436,589,677,695,649,518,352,138,21,0,0
28/10/2020,גלובלית,0,53,210,309,398,546,655,525,305,219,117,25,0,0
29/10/2020,גלובלית,0,55,178,364,453,524,589,422,348,264,168,20,0,0
30/10/2020,גלובלית,0,37,147,158,437,476,340,396,310,299,215,32,0,0
31/10/2020,גלובלית,0,31,149,368,433,498,462,388,271,203,73,30,0,0
01/11/2020,גלובלית,0,31,100,133,223,387,384,312,286,285,139,10,0,0
02/11/2020,גלובלית,0,41,148,335,250,453,491,478,473,350,174,27,0,0
03/11/2020,גלובלית,0,33,165,391,291,281,682,381,521,334,121,19,0,0
04/11/2020,גלובלית,0,13,80,138,220,173,225,446,200,141,94,12,0,0
05/11/2020,גלובלית,0,57,81,322,379,565,538,569,519,147,97,19,0,0
06/11/2020,גלובלית,0,29,149,409,556,652,466,256,344,160,126,20,0,0
07/11/2020,גלובלית,0,41,215,270,537,604,543,325,327,271,125,18,0,0
08/11/2020,גלובלית,0,40,207,390,538,634,651,589,518,244,76,11,0,0
09/11/2020,גלובלית,0,39,211,386,524,618,642,594,500,201,137,19,0,0
10/11/2020,גלובלית,0,28,113,361,504,541,598,427,182,277,142,14,0,0
11/11/2020,גלובלית,0,42,217,397,298,120,132,384,220,339,134,18,0,0
12/11/2020,גלובלית,0,35,175,351,499,590,619,569,467,311,133,13,0,0
13/11/2020,גלובלית,0,31,188,367,512,602,627,588,488,338,143,11,0,0
14/11/2020,גלובלית,0,30,194,360,418,530,482,572,476,331,109,10,0,0
15/11/2020,גלובלית,0,5,84,203,349,475,274,84,327,225,72,11,0,0
16/11/2020,גלובלית,0,28,196,383,286,242,460,256,164,280,161,17,0,0
17/11/2020,גלובלית,0,22,171,359,505,594,623,458,458,338,139,8,0,0
18/11/2020,גלובלית,0,25,187,367,512,603,630,590,488,337,134,9,0,0
19/11/2020,גלובלית,0,23,177,355,501,590,614,573,467,303,117,15,0,0
20/11/2020,גלובלית,0,51,63,18,30,129,44,358,286,141,72,7,0,0
21/11/2020,גלובלית,0,2,47,149,521,576,599,390,227,67,36,6,0,0
22/11/2020,גלובלית,0,16,173,351,492,566,476,412,306,224,169,15,0,0
23/11/2020,גלובלית,0,16,162,334,485,572,610,571,476,330,129,7,0,0
24/11/2020,גלובלית,0,13,93,328,486,580,606,618,371,224,63,5,0,0
25/11/2020,גלובלית,0,12,165,341,485,571,582,561,354,144,82,8,0,0
26/11/2020,גלובלית,0,5,47,82,71,230,208,260,241,173,32,0,0,0
27/11/2020,גלובלית,0,11,131,275,374,478,551,406,290,158,69,6,0,0
28/11/2020,גלובלית,0,12,132,196,87,250,380,435,368,316,109,9,0,0
29/11/2020,גלובלית,0,10,126,300,443,536,577,551,441,299,113,7,0,0
30/11/2020,גלובלית,0,11,140,312,456,382,531,325,351,308,110,5,0,0
01/12/2020,גלובלית,0,10,139,318,464,546,585,551,448,305,108,6,0,0
02/12/2020,גלובלית,0,15,91,213,470,535,573,537,450,302,114,6,0,0
03/12/2020,גלובלית,0,9,129,306,450,540,572,539,446,287,112,8,0,0
04/12/2020,גלובלית,0,12,123,292,434,531,568,538,456,234,90,10,0,0
05/12/2020,גלובלית,0,1,31,72,52,184,262,111,161,194,116,11,0,0
06/12/2020,גלובלית,0,8,131,370,508,306,105,72,100,235,122,3,0,0
07/12/2020,גלובלית,0,6,65,229,347,342,308,480,361,303,84,9,0,0
08/12/2020,גלובלית,0,7,96,257,392,452,465,233,242,190,77,7,0,0
09/12/2020,גלובלית,0,7,129,291,350,300,493,418,309,194,101,9,0,0
10/12/2020,גלובלית,0,7,123,302,443,537,577,554,466,318,100,7,0,0
11/12/2020,גלובלית,0,5,107,296,440,536,570,537,447,303,101,8,0,0
12/12/2020,גלובלית,0,4,107,269,385,513,547,473,149,95,65,5,0,0
13/12/2020,גלובלית,0,5,53,110,192,258,188,341,351,126,50,4,0,0
14/12/2020,גלובלית,0,1,47,151,252,179,206,201,197,98,27,3,0,0
15/12/2020,גלובלית,0,7,86,179,139,204,200,132,102,87,38,2,0,0
16/12/2020,גלובלית,0,2,26,19,277,560,548,160,38,108,59,5,0,0
17/12/2020,גלובלית,0,2,13,61,96,224,321,114,315,270,94,11,0,0
18/12/2020,גלובלית,0,5,89,270,419,518,560,534,434,254,100,8,0,0
19/12/2020,גלובלית,0,4,87,277,422,524,568,549,466,324,108,8,0,0
20/12/2020,גלובלית,0,4,87,278,427,529,571,547,461,319,109,9,0,0
21/12/2020,גלובלית,0,4,85,274,424,528,570,549,466,326,113,10,0,0
22/12/2020,גלובלית,0,5,77,145,396,288,373,345,285,303,110,10,0,0
23/12/2020,גלובלית,0,1,95,276,369,455,318,250,266,108,51,7,0,0
24/12/2020,גלובלית,0,3,104,78,336,520,568,550,473,267,96,17,0,0
25/12/2020,גלובלית,0,3,83,279,433,537,581,559,474,339,125,9,0,0
26/12/2020,גלובלית,0,3,83,285,442,548,591,568,483,344,127,10,0,0
27/12/2020,גלובלית,0,3,81,280,434,539,583,563,481,345,129,9,0,0
28/12/2020,גלובלית,0,3,86,270,438,542,586,547,464,294,123,15,0,0
29/12/2020,גלובלית,0,3,79,275,431,539,585,561,479,342,132,11,0,0
30/12/2020,גלובלית,0,3,77,271,429,538,586,566,486,355,144,11,0,0
31/12/2020,גלובלית,0,3,76,261,415,523,565,542,460,326,133,14,0,0
01/01/2021,גלובלית,0,2,70,239,393,504,546,531,454,325,139,15,0,0
02/01/2021,גלובלית,0,3,73,180,306,369,502,519,484,338,140,16,0,0
03/01/2021,גלובלית,0,2,66,159,274,491,536,523,453,309,129,15,0,0
04/01/2021,גלובלית,0,2,65,224,387,507,560,544,460,330,150,11,0,0
05/01/2021,גלובלית,0,2,68,239,393,491,360,378,362,331,151,15,0,0
06/01/2021,גלובלית,0,2,70,223,384,452,501,447,407,374,153,18,0,0
07/01/2021,גלובלית,0,1,71,250,409,523,573,562,483,352,168,15,0,0
08/01/2021,גלובלית,0,2,80,276,439,551,601,586,442,375,119,22,0,0
09/01/2021,גלובלית,0,2,75,255,411,524,574,548,466,343,167,18,0,0
10/01/2021,גלובלית,0,2,73,244,404,514,567,554,481,347,171,18,0,0
11/01/2021,גלובלית,0,2,80,256,414,523,576,565,481,357,189,19,0,0
12/01/2021,גלובלית,0,2,85,269,433,546,603,557,447,371,193,35,0,0
13/01/2021,גלובלית,0,2,57,101,194,225,226,286,180,108,36,9,0,0
14/01/2021,גלובלית,0,1,42,194,363,178,284,82,71,57,23,10,0,0
15/01/2021,גלובלית,0,3,51,269,272,514,555,486,253,220,120,20,0,0
16/01/2021,גלובלית,0,4,101,233,233,473,417,389,226,200,119,21,0,0
17/01/2021,גלובלית,0,2,11,125,199,491,249,197,253,219,126,9,0,0
18/01/2021,גלובלית,0,1,16,80,151,399,268,276,423,325,96,9,0,0
19/01/2021,גלובלית,0,1,64,166,55,28,74,106,107,138,90,12,0,0
20/01/2021,גלובלית,0,0,22,105,184,359,358,284,164,209,195,60,0,0
21/01/2021,גלובלית,0,3,105,301,473,586,655,657,580,443,263,30,0,0
22/01/2021,גלובלית,0,3,110,316,491,613,673,663,588,454,274,34,0,0
23/01/2021,גלובלית,0,3,102,302,438,581,681,670,596,461,276,38,0,0
24/01/2021,גלובלית,0,3,113,315,490,615,674,666,586,443,261,41,0,0
25/01/2021,גלובלית,0,3,107,302,478,644,512,594,450,405,249,53,0,0
26/01/2021,גלובלית,0,6,118,246,419,499,542,580,474,327,183,51,0,0
27/01/2021,גלובלית,0,2,98,168,278,474,357,422,359,246,161,53,0,0
28/01/2021,גלובלית,0,2,69,195,365,419,386,283,272,164,78,50,0,0
29/01/2021,גלובלית,0,1,4,22,187,266,405,429,157,228,174,43,1,0
30/01/2021,גלובלית,0,5,136,163,254,183,183,125,39,79,117,56,1,0
31/01/2021,גלובלית,0,2,23,60,46,83,207,166,192,152,82,33,1,0
01/02/2021,גלובלית,0,5,126,318,489,615,678,666,593,467,290,71,1,0
02/02/2021,גלובלית,0,6,117,307,481,598,637,606,547,411,239,67,1,0
03/02/2021,גלובלית,0,6,93,290,455,575,632,629,556,407,199,71,1,0
04/02/2021,גלובלית,0,2,39,121,450,616,586,266,135,68,28,2,0,0
05/02/2021,גלובלית,0,3,36,187,228,465,524,465,304,242,247,54,2,0
06/02/2021,גלובלית,0,8,130,322,345,279,271,376,517,328,105,46,2,0
07/02/2021,גלובלית,0,8,138,308,510,547,320,687,431,287,126,88,2,0
08/02/2021,גלובלית,0,13,166,354,530,645,674,649,553,400,203,57,1,0
09/02/2021,גלובלית,0,9,112,360,539,665,730,723,644,509,325,108,2,0
10/02/2021,גלובלית,0,11,121,349,534,654,715,720,643,451,235,102,4,0
11/02/2021,גלובלית,0,16,105,285,581,682,742,729,640,499,329,120,3,0
12/02/2021,גלובלית,0,14,166,362,539,645,729,690,495,370,205,83,3,0
13/02/2021,גלובלית,0,17,144,367,421,494,726,603,244,384,192,77,4,0
14/02/2021,גלובלית,0,22,174,381,565,692,747,729,659,523,331,118,4,0
15/02/2021,גלובלית,0,12,85,306,435,475,639,661,747,548,361,128,4,0
16/02/2021,גלובלית,0,20,137,280,486,552,451,452,255,131,53,31,2,0
17/02/2021,גלובלית,0,7,24,57,108,129,287,115,108,108,32,16,1,0
18/02/2021,גלובלית,0,8,117,281,217,80,344,413,285,433,215,115,5,0
19/02/2021,גלובלית,0,5,72,96,42,85,151,461,608,413,184,37,6,0
20/02/2021,גלובלית,0,25,145,257,365,620,557,761,724,483,364,144,5,0
21/02/2021,גלובלית,0,22,184,409,592,719,788,783,680,548,378,142,7,0
22/02/2021,גלובלית,0,28,201,409,633,745,772,715,694,463,360,141,8,0
23/02/2021,גלובלית,0,35,211,403,585,724,740,765,690,546,390,114,6,0
24/02/2021,גלובלית,0,28,199,405,575,632,778,751,695,490,337,140,8,0
25/02/2021,גלובלית,0,35,218,429,612,742,812,781,692,580,338,146,10,0
26/02/2021,גלובלית,0,36,220,427,607,737,805,792,707,566,370,176,8,0
27/02/2021,גלובלית,0,37,221,434,614,741,798,785,710,569,382,168,10,0
28/02/2021,גלובלית,0,36,215,410,495,747,823,807,584,380,192,117,18,0
01/03/2021,גלובלית,0,34,126,261,152,270,408,193,185,316,298,103,11,0
02/03/2021,גלובלית,0,30,152,416,329,465,640,536,546,349,270,137,12,0
03/03/2021,גלובלית,0,48,165,85,270,508,361,675,715,596,261,98,18,0
04/03/2021,גלובלית,0,41,139,193,199,92,180,202,303,262,244,44,4,0
05/03/2021,גלובלית,0,73,265,447,661,742,686,553,449,399,398,209,18,0
06/03/2021,גלובלית,0,65,279,503,688,814,875,862,780,634,437,212,20,0
07/03/2021,גלובלית,0,67,241,480,679,799,851,871,747,542,343,166,26,0
08/03/2021,גלובלית,0,49,236,431,463,483,610,602,540,434,207,164,23,0
09/03/2021,גלובלית,0,60,234,446,624,741,765,736,681,541,335,120,13,0
10/03/2021,גלובלית,0,24,149,278,538,721,797,818,730,588,387,185,23,0
11/03/2021,גלובלית,0,45,223,259,336,584,549,389,341,264,123,44,3,0
12/03/2021,גלובלית,0,30,235,520,670,298,520,363,503,496,280,186,23,0
13/03/2021,גלובלית,1,75,295,378,346,640,886,592,706,570,449,219,29,0
14/03/2021,גלובלית,1,71,253,457,626,783,783,780,612,263,138,91,11,0
15/03/2021,גלובלית,0,42,158,461,646,773,837,820,730,562,345,111,17,0
16/03/2021,גלובלית,1,60,278,508,578,775,888,880,797,458,245,133,25,0
17/03/2021,גלובלית,3,99,183,365,563,808,847,715,669,614,391,233,34,0
18/03/2021,גלובלית,1,103,334,563,495,821,905,862,796,609,353,188,38,0
19/03/2021,גלובלית,1,77,303,271,316,273,589,907,653,644,466,260,36,0
20/03/2021,גלובלית,2,68,272,496,625,709,637,521,644,582,400,203,33,0
21/03/2021,גלובלית,2,109,332,547,717,825,875,840,587,569,406,146,38,0
22/03/2021,גלובלית,1,45,130,129,135,125,80,130,53,48,39,30,5,0
23/03/2021,גלובלית,1,77,202,433,554,333,340,189,137,76,45,33,5,0
24/03/2021,גלובלית,1,115,282,322,473,430,592,362,316,221,79,28,8,0
25/03/2021,גלובלית,5,101,182,538,637,774,591,612,520,250,187,102,12,0
26/03/2021,גלובלית,2,66,66,136,615,509,649,674,451,341,85,52,27,0
27/03/2021,גלובלית,7,125,325,605,792,900,928,848,579,522,112,30,3,0
28/03/2021,גלובלית,5,128,317,565,690,876,868,875,848,698,498,269,47,0
29/03/2021,גלובלית,6,153,387,602,776,893,942,931,850,700,504,274,48,0
30/03/2021,גלובלית,10,136,355,580,752,870,918,887,763,554,414,163,32,0
31/03/2021,גלובלית,7,163,385,623,815,822,740,508,455,359,273,223,34,0
01/04/2021,גלובלית,6,144,396,644,820,787,882,591,726,614,492,270,41,0
02/04/2021,גלובלית,2,35,139,123,236,462,331,472,493,521,394,215,51,0
03/04/2021,גלובלית,5,128,403,560,718,726,968,933,840,709,490,275,56,0
04/04/2021,גלובלית,9,178,406,627,799,914,946,937,845,692,500,268,55,0
05/04/2021,גלובלית,16,155,377,563,653,715,881,908,807,660,466,245,52,0
06/04/2021,גלובלית,20,186,420,637,789,907,945,922,826,663,457,237,51,0
07/04/2021,גלובלית,16,158,357,576,728,865,922,897,808,673,472,248,56,0
08/04/2021,גלובלית,12,148,397,601,776,907,955,937,849,687,504,286,57,0
09/04/2021,גלובלית,19,175,302,461,587,807,750,552,501,477,303,160,15,0
10/04/2021,גלובלית,12,57,333,288,479,252,267,468,354,185,160,51,23,0
11/04/2021,גלובלית,34,122,190,566,747,735,871,996,544,312,347,241,56,0
12/04/2021,גלובלית,36,102,174,528,595,794,1026,937,592,575,439,273,75,1
13/04/2021,גלובלית,32,194,467,406,537,735,933,970,881,734,506,273,69,1
14/04/2021,גלובלית,37,230,460,672,837,941,987,968,883,733,534,306,70,0
15/04/2021,גלובלית,33,208,433,645,817,924,964,942,860,715,517,257,63,0
16/04/2021,גלובלית,45,153,438,645,816,929,961,865,640,733,519,294,74,0
17/04/2021,גלובלית,37,215,422,645,824,927,964,947,798,621,429,224,91,0
18/04/2021,גלובלית,28,194,414,615,779,875,903,890,796,649,461,248,67,0
19/04/2021,גלובלית,26,145,384,573,663,843,790,765,545,494,386,224,52,0
20/04/2021,גלובלית,22,89,276,607,756,869,912,895,819,676,484,275,78,0
21/04/2021,גלובלית,42,200,412,614,806,913,965,941,845,696,517,297,73,0
22/04/2021,גלובלית,49,204,453,687,859,967,1013,998,913,764,568,341,97,0
23/04/2021,גלובלית,57,277,494,695,861,970,1015,987,897,674,436,165,75,0
24/04/2021,גלובלית,36,183,369,506,779,886,937,906,831,691,501,287,86,0
25/04/2021,גלובלית,42,237,464,674,836,947,979,952,866,709,508,285,84,0
26/04/2021,גלובלית,43,253,521,790,904,678,340,754,580,530,433,199,52,0
27/04/2021,גלובלית,45,279,545,705,896,983,1037,996,902,754,540,294,56,0
28/04/2021,גלובלית,36,159,414,703,848,944,979,954,859,708,508,245,87,0
29/04/2021,גלובלית,65,265,484,685,838,938,975,955,870,718,534,311,97,0
30/04/2021,גלובלית,61,253,473,671,829,927,944,938,872,733,545,321,99,0
01/05/2021,גלובלית,69,272,496,698,858,966,1018,998,915,768,545,200,80,0
02/05/2021,גלובלית,69,269,476,668,848,956,999,978,888,734,537,287,107,5
03/05/2021,גלובלית,62,246,460,658,824,933,978,958,874,721,544,321,101,2
04/05/2021,גלובלית,35,225,474,679,832,938,990,966,884,735,542,285,79,3
05/05/2021,גלובלית,70,257,474,678,844,953,997,966,887,744,556,330,107,3
06/05/2021,גלובלית,84,288,504,701,842,955,997,967,839,691,518,299,107,3
07/05/2021,גלובלית,43,202,378,738,885,997,1042,1024,881,790,586,359,129,5
08/05/2021,גלובלית,78,268,492,697,855,950,993,969,884,738,548,328,114,5
09/05/2021,גלובלית,73,234,367,542,807,809,639,286,188,429,286,179,47,2
10/05/2021,גלובלית,57,253,468,665,820,928,975,953,867,721,530,317,114,7
11/05/2021,גלובלית,92,290,514,711,867,962,996,973,891,751,565,351,131,7
12/05/2021,גלובלית,101,315,538,726,879,986,1017,971,911,782,588,365,137,6
13/05/2021,גלובלית,75,294,425,745,908,1006,1047,1025,934,788,596,376,135,0
14/05/2021,גלובלית,67,336,533,731,890,993,1037,1014,926,778,589,361,131,0
15/05/2021,גלובלית,79,326,557,749,902,1005,1052,1031,941,795,605,386,146,0
16/05/2021,גלובלית,114,326,550,742,886,981,1020,964,806,789,581,361,130,0
17/05/2021,גלובלית,65,286,519,716,871,974,1014,991,907,768,579,371,123,0
18/05/2021,גלובלית,80,275,525,723,891,987,1030,1010,927,785,557,246,71,0
19/05/2021,גלובלית,95,323,554,744,889,989,1030,1010,927,788,604,385,152,7
20/05/2021,גלובלית,112,300,492,713,863,967,1004,991,892,705,487,333,115,10
21/05/2021,גלובלית,77,242,455,661,817,915,970,963,877,747,577,313,115,11
22/05/2021,גלובלית,104,304,530,684,838,938,832,883,780,630,614,317,104,11
23/05/2021,גלובלית,112,341,509,788,899,996,1042,1026,932,778,593,321,112,9
24/05/2021,גלובלית,116,336,513,730,892,993,1037,1011,928,776,599,381,158,10
25/05/2021,גלובלית,114,314,529,718,872,969,1013,990,908,770,589,376,153,11
26/05/2021,גלובלית,119,327,541,736,883,996,1040,1018,935,794,607,391,166,10
27/05/2021,גלובלית,119,327,543,740,897,999,1039,1023,937,793,608,395,168,11
28/05/2021,גלובלית,52,177,273,557,858,983,1019,996,911,774,590,377,158,14
29/05/2021,גלובלית,112,208,314,710,900,984,1029,1011,927,791,611,394,164,13
30/05/2021,גלובלית,122,334,392,729,886,1004,1054,1032,950,807,616,394,167,13
31/05/2021,גלובלית,95,286,494,688,837,939,966,959,885,753,589,384,143,14
01/06/2021,גלובלית,122,310,542,725,882,986,1027,1005,925,789,607,370,164,23
02/06/2021,גלובלית,122,279,340,607,855,867,686,846,817,714,559,321,185,13
03/06/2021,גלובלית,125,333,543,737,902,1007,1047,1029,949,811,625,411,175,14
