date,radiation type,"קרינה שעתית 05-06 (וואט/מ""ר)","קרינה שעתית 06-07 (וואט/מ""ר)","קרינה שעתית 07-08 (וואט/מ""ר)","קרינה שעתית 08-09 (וואט/מ""ר)","קרינה שעתית 09-10 (וואט/מ""ר)","קרינה שעתית 10-11 (וואט/מ""ר)","קרינה שעתית 11-12 (וואט/מ""ר)","קרינה שעתית 12-13 (וואט/מ""ר)","קרינה שעתית 13-14 (וואט/מ""ר)","קרינה שעתית 14-15 (וואט/מ""ר)","קרינה שעתית 15-16 (וואט/מ""ר)","קרינה שעתית 16-17 (וואט/מ""ר)","קרינה שעתית 17-18 (וואט/מ""ר)","קרינה שעתית 18-19 (וואט/מ""ר)"
19/08/2019,גלובלית,49,229,411,593,637,910,987,975,895,728,506,323,87,3
20/08/2019,גלובלית,48,229,419,651,811,939,960,777,756,565,457,213,81,3
21/08/2019,גלובלית,30,198,335,599,822,931,948,941,839,737,543,325,81,3
22/08/2019,גלובלית,33,212,447,643,805,921,971,952,873,729,538,331,82,3
23/08/2019,גלובלית,43,215,428,631,792,897,944,929,844,703,514,300,74,3
24/08/2019,גלובלית,28,198,423,622,784,898,946,928,846,705,517,298,64,2
25/08/2019,גלובלית,39,213,437,619,797,908,954,932,853,716,525,303,66,2
26/08/2019,גלובלית,43,220,434,637,798,909,958,934,846,706,523,297,65,2
27/08/2019,גלובלית,33,209,402,610,772,870,923,899,813,665,471,238,58,2
28/08/2019,גלובלית,26,193,421,622,783,888,935,922,846,688,440,224,57,1
29/08/2019,גלובלית,25,155,389,620,777,875,930,907,821,680,413,193,45,1
30/08/2019,גלובלית,22,202,427,629,791,903,953,941,853,655,503,198,44,1
31/08/2019,גלובלית,34,210,431,630,795,903,951,933,844,669,454,258,46,1
01/09/2019,גלובלית,29,179,407,612,771,882,928,908,831,685,472,197,47,1
02/09/2019,גלובלית,29,198,422,629,794,899,946,926,839,690,495,266,45,1
03/09/2019,גלובלית,41,210,452,558,827,911,962,934,793,674,484,259,42,0
04/09/2019,גלובלית,29,195,358,424,548,824,774,899,761,672,414,179,31,0
05/09/2019,גלובלית,30,179,318,440,457,717,933,938,549,433,342,218,45,0
06/09/2019,גלובלית,27,191,411,624,805,908,935,926,812,638,396,207,31,0
07/09/2019,גלובלית,24,194,410,505,769,538,918,683,597,517,435,177,30,0
08/09/2019,גלובלית,17,146,357,572,724,909,875,763,557,428,263,133,26,0
09/09/2019,גלובלית,22,175,249,546,787,881,925,886,799,574,353,200,30,0
10/09/2019,גלובלית,15,185,182,644,806,879,916,883,791,636,407,202,30,0
11/09/2019,גלובלית,16,178,415,571,681,878,917,891,799,526,383,201,30,0
12/09/2019,גלובלית,15,167,410,505,689,855,921,881,789,619,434,165,22,0
13/09/2019,גלובלית,16,132,365,611,761,866,911,882,771,557,266,151,31,0
14/09/2019,גלובלית,20,167,232,465,556,820,914,862,722,564,210,91,19,0
15/09/2019,גלובלית,22,127,331,493,628,222,406,830,805,551,387,156,24,0
16/09/2019,גלובלית,17,70,376,479,690,807,,,,,,184,25,0
18/09/2019,גלובלית,,,,,,818,849,816,713,561,372,167,22,0
19/09/2019,גלובלית,14,164,379,,,,,,693,503,348,163,20,0
20/09/2019,גלובלית,13,156,371,,,,,,,,,,,0
21/09/2019,גלובלית,14,162,389,,,,,,,,306,144,17,0
22/09/2019,גלובלית,15,168,380,,,,,,,,,,,0
23/09/2019,גלובלית,10,179,412,,,,,,,,,205,13,0
24/09/2019,גלובלית,10,146,352,555,724,830,869,838,741,586,391,173,12,0
26/09/2019,גלובלית,10,134,338,523,670,777,813,778,687,535,348,147,10,0
27/09/2019,גלובלית,9,135,341,535,685,789,819,769,657,500,319,139,12,0
01/10/2019,גלובלית,6,111,342,545,695,802,835,780,580,321,217,90,6,0
02/10/2019,גלובלית,6,106,331,440,571,793,864,767,673,529,228,123,5,0
03/10/2019,גלובלית,6,109,290,371,646,752,845,820,477,361,237,122,6,0
04/10/2019,גלובלית,5,122,356,559,714,816,846,812,711,553,348,124,4,0
06/10/2019,גלובלית,6,109,285,319,512,704,586,735,560,291,133,41,3,0
07/10/2019,גלובלית,5,111,294,384,275,602,783,749,655,510,304,101,3,0
08/10/2019,גלובלית,5,124,274,478,634,738,740,650,649,496,299,120,4,0
09/10/2019,גלובלית,4,118,339,535,694,780,806,759,659,499,299,97,4,0
10/10/2019,גלובלית,5,102,318,516,617,751,773,717,624,479,300,78,2,0
11/10/2019,גלובלית,3,93,276,477,733,726,652,711,527,367,199,89,2,0
12/10/2019,גלובלית,4,77,309,504,658,780,769,734,631,464,300,65,2,0
13/10/2019,גלובלית,4,88,289,480,631,720,746,709,607,440,204,63,1,0
14/10/2019,גלובלית,3,88,292,482,627,718,755,714,601,444,254,58,1,0
15/10/2019,גלובלית,1,29,58,149,641,662,746,690,454,70,23,45,1,0
16/10/2019,גלובלית,2,64,242,461,611,693,732,697,593,427,226,55,1,0
17/10/2019,גלובלית,3,80,156,196,419,635,743,690,587,352,162,40,1,0
18/10/2019,גלובלית,3,89,321,468,527,482,688,656,570,314,259,58,1,0
19/10/2019,גלובלית,3,73,269,432,503,742,573,619,555,347,191,45,0,0
20/10/2019,גלובלית,2,72,276,396,574,687,704,564,479,322,183,35,0,0
21/10/2019,גלובלית,2,60,256,280,421,586,689,712,526,367,139,47,0,0
22/10/2019,גלובלית,2,65,273,464,614,701,722,675,554,358,221,38,0,0
23/10/2019,גלובלית,1,16,29,64,256,490,299,362,296,285,87,25,0,0
24/10/2019,גלובלית,4,66,202,433,605,456,468,607,576,445,275,54,0,0
25/10/2019,גלובלית,3,51,248,215,474,714,596,428,459,382,94,17,0,0
26/10/2019,גלובלית,2,52,155,333,449,328,266,194,129,125,47,12,0,0
27/10/2019,גלובלית,1,46,129,183,419,667,387,607,552,395,209,23,0,0
28/10/2019,גלובלית,1,45,281,436,487,332,263,,,,107,24,0,0
29/10/2019,גלובלית,1,19,105,129,245,586,156,558,516,378,168,24,0,0
30/10/2019,גלובלית,1,54,241,434,591,654,652,568,531,364,196,21,0,0
31/10/2019,גלובלית,1,38,233,417,562,655,521,553,514,370,180,28,0,0
01/11/2019,גלובלית,1,51,173,307,486,491,557,547,483,360,159,23,0,0
02/11/2019,גלובלית,1,41,206,303,446,509,522,397,481,295,186,18,0,0
03/11/2019,גלובלית,1,37,237,423,526,585,675,598,540,379,202,29,0,0
04/11/2019,גלובלית,0,34,234,418,566,658,682,632,524,360,165,16,0,0
05/11/2019,גלובלית,0,34,224,408,551,633,649,594,485,332,140,18,0,0
06/11/2019,גלובלית,0,37,214,384,528,615,639,589,488,412,152,19,0,0
07/11/2019,גלובלית,0,32,172,347,500,605,630,579,475,311,136,18,0,0
08/11/2019,גלובלית,0,33,196,380,523,608,632,589,487,329,152,15,0,0
09/11/2019,גלובלית,0,31,189,355,506,590,597,539,456,307,130,16,0,0
10/11/2019,גלובלית,0,28,143,369,538,627,633,534,482,356,116,11,0,0
11/11/2019,גלובלית,0,31,208,387,534,624,652,607,504,338,136,13,0,0
12/11/2019,גלובלית,0,25,204,393,539,624,653,608,499,353,139,13,0,0
13/11/2019,גלובלית,0,28,182,353,501,591,608,569,460,300,115,17,0,0
14/11/2019,גלובלית,0,25,163,307,424,576,602,565,463,290,121,13,0,0
15/11/2019,גלובלית,0,24,156,331,395,345,404,413,207,217,122,26,0,0
16/11/2019,גלובלית,0,23,148,362,519,569,637,515,261,224,22,9,0,0
17/11/2019,גלובלית,0,19,169,369,521,627,661,622,515,364,129,9,0,0
18/11/2019,גלובלית,0,18,185,401,556,653,675,631,523,364,126,9,0,0
19/11/2019,גלובלית,0,15,196,400,554,642,665,623,515,359,119,9,0,0
20/11/2019,גלובלית,0,14,186,393,540,636,656,611,503,353,111,8,0,0
21/11/2019,גלובלית,0,18,190,346,536,633,576,580,485,276,164,13,0,0
22/11/2019,גלובלית,0,5,111,259,460,608,620,576,475,326,106,9,0,0
23/11/2019,גלובלית,0,19,158,333,465,552,534,485,426,296,100,10,0,0
24/11/2019,גלובלית,0,15,143,341,489,580,565,554,406,228,77,9,0,0
25/11/2019,גלובלית,0,16,118,248,327,415,519,527,483,334,95,9,0,0
26/11/2019,גלובלית,0,17,131,308,457,553,580,543,444,303,94,9,0,0
27/11/2019,גלובלית,0,14,136,331,474,485,496,571,406,288,91,11,0,0
28/11/2019,גלובלית,0,13,131,327,472,553,570,548,375,260,105,15,0,0
29/11/2019,גלובלית,0,11,133,330,471,305,462,606,436,281,76,8,0,0
01/12/2019,גלובלית,0,10,121,316,468,562,599,384,337,221,105,8,0,0
02/12/2019,גלובלית,0,18,47,308,400,457,551,316,280,276,120,16,0,0
03/12/2019,גלובלית,0,12,84,273,390,312,313,249,196,85,53,12,0,0
04/12/2019,גלובלית,0,8,86,229,163,138,208,271,315,252,59,8,0,0
05/12/2019,גלובלית,0,9,110,320,407,148,196,148,200,83,61,12,0,0
06/12/2019,גלובלית,0,16,120,275,407,564,523,346,516,325,79,6,0,0
07/12/2019,גלובלית,0,8,103,315,395,154,572,515,347,178,84,7,0,0
08/12/2019,גלובלית,0,7,47,97,453,511,535,461,295,95,47,3,0,0
09/12/2019,גלובלית,0,17,38,28,100,459,288,417,325,171,60,7,0,0
10/12/2019,גלובלית,0,12,81,94,307,355,564,391,257,96,96,9,0,0
11/12/2019,גלובלית,0,8,83,204,292,394,394,474,315,216,72,7,0,0
12/12/2019,גלובלית,0,6,55,125,223,403,333,382,231,154,14,3,0,0
13/12/2019,גלובלית,0,3,100,208,401,396,280,297,172,71,33,4,0,0
14/12/2019,גלובלית,0,7,98,284,448,535,542,533,449,294,95,14,0,0
15/12/2019,גלובלית,0,5,78,175,179,181,180,169,130,115,66,9,0,0
16/12/2019,גלובלית,0,6,84,273,420,517,558,518,409,301,83,10,0,0
17/12/2019,גלובלית,0,6,89,256,418,526,571,468,391,155,74,10,0,0
18/12/2019,גלובלית,0,5,82,293,437,537,573,547,448,308,78,9,0,0
19/12/2019,גלובלית,0,4,80,300,452,553,591,566,478,331,78,8,0,0
20/12/2019,גלובלית,0,4,80,315,469,568,605,576,485,341,80,8,0,0
21/12/2019,גלובלית,0,4,79,307,462,563,603,575,482,336,82,9,0,0
22/12/2019,גלובלית,0,4,76,293,447,551,592,567,477,327,84,9,0,0
23/12/2019,גלובלית,0,7,61,264,434,520,542,483,461,195,87,11,0,0
24/12/2019,גלובלית,0,4,73,276,420,525,567,540,452,280,82,11,0,0
25/12/2019,גלובלית,0,5,57,112,189,49,20,11,55,52,31,6,0,0
26/12/2019,גלובלית,0,2,13,16,68,140,97,119,175,126,22,14,0,0
27/12/2019,גלובלית,0,2,23,226,218,501,400,367,159,90,75,22,0,0
28/12/2019,גלובלית,0,3,43,80,109,255,169,224,214,173,44,5,0,0
29/12/2019,גלובלית,0,3,42,64,208,153,71,227,231,177,83,15,0,0
30/12/2019,גלובלית,0,3,68,185,320,258,211,372,267,220,97,19,0,0
31/12/2019,גלובלית,0,4,68,265,416,523,437,185,102,63,58,18,0,0
01/01/2020,גלובלית,0,1,28,133,405,137,243,63,296,125,88,21,0,0
02/01/2020,גלובלית,0,10,102,251,271,38,34,64,30,16,50,21,0,0
03/01/2020,גלובלית,0,5,45,136,313,292,311,273,281,210,108,15,0,0
04/01/2020,גלובלית,0,2,17,158,445,541,393,495,462,179,65,11,0,0
05/01/2020,גלובלית,0,3,49,102,97,136,80,58,110,41,32,10,0,0
06/01/2020,גלובלית,0,3,60,282,440,548,497,501,473,373,129,15,0,0
07/01/2020,גלובלית,0,3,66,256,418,431,322,190,140,85,34,4,0,0
08/01/2020,גלובלית,0,2,4,9,18,113,94,30,86,67,8,2,0,0
09/01/2020,גלובלית,0,3,29,114,165,66,35,17,11,11,7,3,0,0
10/01/2020,גלובלית,0,6,94,115,193,121,140,327,460,290,156,17,0,0
11/01/2020,גלובלית,0,3,45,242,204,442,360,158,257,202,110,22,0,0
12/01/2020,גלובלית,0,3,54,150,248,257,113,134,210,47,25,13,0,0
13/01/2020,גלובלית,0,1,31,193,220,375,502,249,143,328,204,27,0,0
14/01/2020,גלובלית,0,4,71,183,414,523,579,572,493,312,141,25,0,0
15/01/2020,גלובלית,0,3,52,180,409,533,581,475,468,254,92,22,0,0
16/01/2020,גלובלית,0,3,5,41,80,62,279,140,107,100,51,5,0,0
17/01/2020,גלובלית,0,1,28,117,286,263,222,238,79,37,12,3,0,0
18/01/2020,גלובלית,0,4,48,263,427,473,483,517,445,197,69,19,0,0
19/01/2020,גלובלית,0,3,17,244,214,145,238,134,132,106,39,10,0,0
20/01/2020,גלובלית,0,4,16,145,164,165,435,153,191,185,116,14,0,0
21/01/2020,גלובלית,0,3,68,45,92,149,373,244,143,102,61,13,0,0
22/01/2020,גלובלית,0,3,88,250,248,284,230,303,307,97,243,38,0,0
23/01/2020,גלובלית,0,4,76,279,426,593,649,383,410,292,140,34,0,0
24/01/2020,גלובלית,0,4,14,51,114,196,477,540,535,213,261,45,0,0
25/01/2020,גלובלית,0,4,82,317,492,614,670,663,585,448,260,22,0,0
26/01/2020,גלובלית,0,4,78,327,409,504,381,564,522,385,266,25,0,0
27/01/2020,גלובלית,0,4,48,140,377,595,551,590,375,291,179,48,0,0
28/01/2020,גלובלית,0,4,80,337,449,486,457,419,421,192,58,37,0,0
29/01/2020,גלובלית,0,4,109,232,221,534,348,478,337,265,132,41,0,0
30/01/2020,גלובלית,0,7,87,76,124,323,450,263,298,242,121,48,0,0
31/01/2020,גלובלית,0,4,67,127,446,392,597,474,473,425,266,57,0,0
01/02/2020,גלובלית,0,6,68,188,329,566,322,395,321,177,115,17,0,0
02/02/2020,גלובלית,0,3,26,117,185,329,426,413,459,395,164,57,0,0
03/02/2020,גלובלית,0,10,119,309,484,613,598,448,432,462,132,49,0,0
04/02/2020,גלובלית,0,6,115,349,528,652,474,290,219,234,155,35,0,0
05/02/2020,גלובלית,0,7,116,332,509,626,572,466,522,495,298,62,0,0
06/02/2020,גלובלית,0,6,126,347,527,649,707,612,388,393,267,67,0,0
07/02/2020,גלובלית,0,3,26,71,78,125,142,239,211,154,95,13,0,0
08/02/2020,גלובלית,0,6,73,192,323,155,199,367,309,75,48,30,0,0
09/02/2020,גלובלית,0,2,27,237,313,504,407,470,383,258,134,53,0,0
10/02/2020,גלובלית,0,5,55,162,354,400,470,406,326,308,192,52,0,0
11/02/2020,גלובלית,0,8,112,325,333,526,248,284,268,184,100,10,0,0
12/02/2020,גלובלית,0,8,75,129,125,94,77,77,472,504,309,89,0,0
13/02/2020,גלובלית,0,15,130,349,527,649,708,704,424,278,169,84,0,0
14/02/2020,גלובלית,0,14,139,318,514,559,459,423,327,223,112,31,0,0
15/02/2020,גלובלית,0,18,119,295,563,678,732,723,647,510,325,95,0,0
16/02/2020,גלובלית,0,11,146,381,344,576,803,761,430,237,299,88,0,0
17/02/2020,גלובלית,0,12,62,188,459,674,729,722,492,493,317,99,9,0
18/02/2020,גלובלית,0,12,33,156,409,382,352,214,396,289,89,66,5,0
19/02/2020,גלובלית,0,11,132,392,567,437,245,401,380,250,199,94,7,0
20/02/2020,גלובלית,0,13,175,342,196,541,569,435,449,197,181,137,5,0
21/02/2020,גלובלית,0,20,141,408,547,575,549,452,672,348,129,84,7,0
22/02/2020,גלובלית,0,10,64,113,274,162,531,547,511,248,219,59,4,0
23/02/2020,גלובלית,0,12,80,205,311,243,328,144,111,103,88,57,5,0
24/02/2020,גלובלית,0,22,184,371,562,679,398,426,446,417,271,116,10,0
25/02/2020,גלובלית,0,17,89,142,27,162,325,413,372,341,201,78,8,0
26/02/2020,גלובלית,0,46,198,227,298,651,510,683,690,445,246,102,11,0
27/02/2020,גלובלית,0,29,208,416,581,692,699,633,607,505,316,145,11,0
28/02/2020,גלובלית,0,21,242,446,551,721,783,798,726,586,390,160,8,0
29/02/2020,גלובלית,0,16,38,184,556,769,572,298,274,223,135,27,6,0
01/03/2020,גלובלית,0,32,251,470,628,749,825,821,687,447,142,31,13,1
02/03/2020,גלובלית,0,24,149,352,535,629,340,460,567,560,102,58,13,0
03/03/2020,גלובלית,0,41,247,464,645,771,827,812,740,600,406,189,13,0
04/03/2020,גלובלית,0,33,265,484,666,792,850,831,748,612,414,170,21,0
05/03/2020,גלובלית,0,38,271,490,649,798,786,780,657,315,210,182,20,0
06/03/2020,גלובלית,0,7,38,38,101,236,584,285,186,72,49,93,13,1
07/03/2020,גלובלית,0,49,263,361,562,586,677,667,512,448,294,112,18,0
08/03/2020,גלובלית,0,53,245,474,656,774,832,814,736,597,413,192,17,0
09/03/2020,גלובלית,0,61,249,450,592,701,701,664,652,433,414,190,21,0
10/03/2020,גלובלית,1,66,245,232,503,622,602,659,694,562,358,141,24,0
11/03/2020,גלובלית,1,60,255,461,643,770,830,817,738,595,396,166,21,0
12/03/2020,גלובלית,0,39,284,461,523,684,785,537,149,31,92,44,3,0
13/03/2020,גלובלית,2,33,190,332,179,304,403,429,211,109,53,35,7,1
14/03/2020,גלובלית,2,19,50,128,278,246,145,202,225,78,126,56,11,1
15/03/2020,גלובלית,2,69,254,304,307,608,504,629,737,581,293,176,18,0
16/03/2020,גלובלית,2,78,299,519,676,754,781,724,792,489,402,181,26,0
17/03/2020,גלובלית,2,81,313,467,557,476,293,68,103,117,87,58,11,0
18/03/2020,גלובלית,1,66,193,286,324,500,742,285,216,279,316,154,26,0
19/03/2020,גלובלית,2,56,208,88,135,233,433,354,397,464,93,95,9,0
20/03/2020,גלובלית,2,45,102,321,524,545,798,421,469,280,65,11,11,0
21/03/2020,גלובלית,4,30,144,503,587,459,608,784,806,542,279,150,46,0
22/03/2020,גלובלית,2,110,360,576,744,792,766,896,743,539,352,257,44,0
23/03/2020,גלובלית,3,102,175,526,698,817,750,625,637,492,410,223,39,0
24/03/2020,גלובלית,3,92,293,512,680,776,727,604,401,272,200,106,22,0
25/03/2020,גלובלית,4,93,227,586,725,883,930,898,781,648,459,225,37,0
26/03/2020,גלובלית,4,79,316,446,735,851,902,795,581,531,363,91,12,0
27/03/2020,גלובלית,2,85,186,380,415,606,674,661,512,354,231,130,27,0
28/03/2020,גלובלית,4,75,114,323,387,459,458,521,482,295,370,188,40,0
29/03/2020,גלובלית,7,144,366,571,607,693,661,593,796,667,407,107,47,0
30/03/2020,גלובלית,3,98,342,562,731,814,830,602,294,156,119,79,18,0
31/03/2020,גלובלית,3,48,179,309,278,244,543,517,410,593,408,227,47,0
01/04/2020,גלובלית,2,26,164,257,112,179,276,386,316,184,173,81,25,0
02/04/2020,גלובלית,18,148,338,582,609,833,790,918,847,700,496,268,45,0
03/04/2020,גלובלית,16,130,365,597,767,880,926,907,821,668,479,252,53,1
04/04/2020,גלובלית,19,151,387,611,780,905,869,914,824,663,367,215,37,0
05/04/2020,גלובלית,12,107,245,460,659,829,668,679,515,476,288,160,45,1
06/04/2020,גלובלית,8,74,201,507,692,924,680,681,849,611,322,121,37,0
07/04/2020,גלובלית,9,72,246,247,827,946,982,823,809,734,441,244,52,0
08/04/2020,גלובלית,13,104,290,523,837,941,980,896,536,270,243,193,34,1
09/04/2020,גלובלית,29,129,386,432,627,948,787,803,615,462,198,155,44,1
10/04/2020,גלובלית,23,98,122,233,551,392,760,529,696,437,270,156,12,0
11/04/2020,גלובלית,9,65,318,510,522,618,607,535,541,419,239,151,46,0
12/04/2020,גלובלית,27,167,453,654,855,937,1001,981,891,730,439,250,49,0
13/04/2020,גלובלית,25,114,398,680,839,948,997,975,886,738,536,307,60,0
14/04/2020,גלובלית,26,170,428,641,809,919,945,911,795,626,421,258,54,0
15/04/2020,גלובלית,49,204,441,650,808,901,948,948,718,718,376,240,67,0
16/04/2020,גלובלית,43,233,340,640,813,906,943,935,883,642,378,115,25,0
17/04/2020,גלובלית,40,175,387,398,294,341,319,585,833,658,461,269,63,0
18/04/2020,גלובלית,50,232,442,649,807,915,959,936,848,703,500,279,53,0
19/04/2020,גלובלית,28,200,418,597,809,915,942,919,838,699,500,284,74,0
20/04/2020,גלובלית,44,207,434,603,759,882,921,900,821,682,492,273,70,0
21/04/2020,גלובלית,34,138,339,638,600,908,939,828,840,634,515,293,72,0
22/04/2020,גלובלית,46,203,424,624,777,897,961,935,840,689,505,289,76,0
23/04/2020,גלובלית,44,272,496,730,773,890,939,782,472,447,531,144,45,0
24/04/2020,גלובלית,36,105,165,196,243,255,280,459,709,415,255,164,49,0
25/04/2020,גלובלית,40,58,366,367,714,453,462,740,547,427,309,186,62,0
26/04/2020,גלובלית,54,250,447,569,865,969,1057,1010,796,546,423,343,75,0
27/04/2020,גלובלית,72,272,401,421,617,713,839,1012,793,648,376,251,76,0
28/04/2020,גלובלית,70,276,506,724,891,988,1012,977,872,738,438,248,66,0
29/04/2020,גלובלית,31,192,539,654,753,739,595,400,556,523,473,201,58,0
30/04/2020,גלובלית,72,194,421,647,876,978,907,982,900,750,555,245,59,0
01/05/2020,גלובלית,71,289,533,696,866,973,1021,1002,909,759,560,290,98,6
02/05/2020,גלובלית,67,238,463,735,884,989,1075,1014,836,562,523,328,81,3
03/05/2020,גלובלית,72,297,526,729,857,992,1035,1011,920,781,586,355,97,3
04/05/2020,גלובלית,83,323,407,685,852,954,1013,967,872,748,559,340,93,4
05/05/2020,גלובלית,26,40,106,58,113,231,360,308,380,442,207,153,71,4
06/05/2020,גלובלית,102,353,474,742,705,764,679,634,605,447,427,256,71,4
07/05/2020,גלובלית,91,312,436,561,854,733,1042,981,892,748,563,334,106,5
08/05/2020,גלובלית,87,301,520,716,874,974,1001,986,909,757,549,334,119,5
09/05/2020,גלובלית,27,20,37,145,373,511,542,522,654,549,444,292,59,5
10/05/2020,גלובלית,95,349,550,744,796,969,1059,1024,934,784,588,346,97,6
11/05/2020,גלובלית,98,317,519,729,877,911,1021,828,831,759,566,256,115,8
12/05/2020,גלובלית,93,293,510,714,871,963,991,968,888,748,565,337,115,7
13/05/2020,גלובלית,101,303,510,712,864,946,995,983,760,625,460,293,106,8
14/05/2020,גלובלית,50,271,513,705,847,962,993,966,879,740,558,365,90,9
